C.D.S.  -  SIMBAD4 rel 1.6  -  2018.04.29CEST19:43:33

coord 05 38 55.526-69 04 26.72 (ICRS, J2000, 2000.0), radius: 10 arcmin
-----------------------------------------------------------------------

Number of objects : 3343

 #  |dist(asec)|          identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |            spec. type             |#bib|#not
----|----------|------------------------------|---|---------------------------|------|------|------|------|------|-----------------------------------|----|----
1504|    125.91|CXOU J053846.7-690623         |X  |05 38 46.764 -69 06 23.57  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1505|    125.94|Cl* NGC 2070 MH 436           |*iC|05 38 42.28 -69 06 10.8    |     ~|16.55 |16.70 |     ~|     ~|~                                  |   0|   0
1506|    125.95|Cl* NGC 2070 MH 701           |*iC|05 38 43.02 -69 06 13.4    |     ~|16.73 |16.72 |     ~|     ~|~                                  |   0|   0
1507|    126.04|Cl* NGC 2070 MH 891           |*iC|05 38 44.40 -69 06 17.8    |     ~|18.07 |     ~|     ~|     ~|~                                  |   0|   0
1508|    126.18|CXOU J053843.4-690615         |X  |05 38 43.466 -69 06 15.13  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1509|    126.23|Cl* NGC 2070 MH 36            |*iC|05 38 39.87 -69 06 01.1    |     ~|17.15 |     ~|     ~|     ~|~                                  |   1|   0
1510|    126.27|OGLE LMC-ECL-21429            |EB*|05 38 41.72 -69 06 09.1    |     ~|18.41 |18.40 |     ~|18.020|~                                  |   1|   0
1511|    126.32|Cl* NGC 2070 MH 46            |*iC|05 38 40.10 -69 06 02.3    |     ~|18.64 |     ~|     ~|     ~|~                                  |   0|   0
1512|    126.35|CXOU J053839.5-690559         |X  |05 38 39.580 -69 05 59.86  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1513|    126.36|Cl* NGC 2070 MH 857           |*iC|05 38 44.07 -69 06 17.2    |     ~|20.34 |     ~|     ~|     ~|~                                  |   0|   0
1514|    126.41|Cl* NGC 2070 MH 845           |*iC|05 38 43.92 -69 06 16.8    |     ~|19.99 |     ~|     ~|     ~|~                                  |   0|   0
1515|    126.43|CXOU J053842.2-690611         |X  |05 38 42.260 -69 06 11.31  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1516|    126.44|Cl* NGC 2070 MH 804           |*iC|05 38 43.68 -69 06 16.1    |     ~|16.56 |16.39 |     ~|     ~|~                                  |   0|   0
1517|    126.46|BAT99 114                     |WR*|05 38 43.20 -69 06 14.6    |     ~|13.52 |13.40 |     ~|     ~|O2If*/WN5                          |  18|   0
1518|    126.49|[P93] 305                     |*  |05 38 32.630 -69 03 55.93  |     ~|16.48 |16.42 |     ~|     ~|B0.5V                              |   7|   0
1519|    126.51|Cl* NGC 2070 MH 136           |*iC|05 38 41.12 -69 06 07.0    |     ~|18.78 |     ~|     ~|     ~|~                                  |   0|   0
1520|    126.55|Cl* NGC 2070 MH 280           |*iC|05 38 41.84 -69 06 09.9    |     ~|17.82 |17.74 |     ~|     ~|~                                  |   0|   0
1521|    126.57|Cl* NGC 2070 MH 43            |*iC|05 38 40.05 -69 06 02.4    |     ~|19.26 |     ~|     ~|     ~|~                                  |   0|   0
1522|    126.61|Cl* NGC 2070 MH 422           |*iC|05 38 42.25 -69 06 11.5    |     ~|15.57 |15.63 |     ~|     ~|~                                  |   0|   0
1523|    126.82|Cl* NGC 2070 SMB 299          |SB*|05 38 43.690 -69 06 16.57  |     ~|16.47 |16.16 |     ~|     ~|O8.5III:+B                         |   4|   0
1524|    126.82|Cl* NGC 2070 MH 828           |*iC|05 38 43.83 -69 06 17.0    |     ~|19.37 |     ~|     ~|     ~|~                                  |   0|   0
1525|    126.88|Cl* NGC 2070 MH 105           |*iC|05 38 40.91 -69 06 06.6    |     ~|19.08 |     ~|     ~|     ~|~                                  |   0|   0
1526|    126.92|CPD-69 457                    |s*b|05 38 45.706 -69 06 22.24  |11.233|12.094|11.996|     ~|10.066|B0.5Ia                             |  12|   0
1527|    126.93|Cl* NGC 2070 MH 22            |*iC|05 38 39.53 -69 06 00.4    |     ~|19.20 |     ~|     ~|     ~|~                                  |   0|   0
1528|    126.93|Cl* NGC 2070 MH 521           |*iC|05 38 42.45 -69 06 12.6    |     ~|     ~|18.45 |     ~|     ~|~                                  |   0|   0
1529|    126.98|Cl* NGC 2070 MH 751           |*iC|05 38 43.32 -69 06 15.6    |     ~|     ~|18.21 |     ~|     ~|~                                  |   0|   0
1530|    127.06|Cl* NGC 2070 MH 221           |*iC|05 38 41.60 -69 06 09.6    |     ~|17.89 |     ~|     ~|     ~|~                                  |   0|   0
1531|    127.07|Cl* NGC 2070 MH 62            |*iC|05 38 40.37 -69 06 04.5    |     ~|19.05 |     ~|     ~|     ~|~                                  |   0|   0
1532|    127.07|Cl* NGC 2070 MH 392           |*iC|05 38 42.18 -69 06 11.8    |     ~|16.88 |17.01 |     ~|     ~|~                                  |   0|   0
1533|    127.08|VFTS 745                      |*  |05 39 07.324 -69 02 36.50  |     ~|16.87 |16.59 |     ~|     ~|B2.5II-Ib                          |   5|   0
1534|    127.08|Cl* NGC 2070 SMB 312          |*iC|05 38 40.646 -69 06 05.73  |     ~|16.54 |16.40 |     ~|     ~|O9.5III/V                          |   4|   0
1535|    127.10|Cl* NGC 2070 MH 438           |*iC|05 38 42.28 -69 06 12.2    |     ~|16.53 |16.64 |     ~|     ~|~                                  |   0|   0
1536|    127.12|CPD-69 456G                   |*i*|05 38 42.5 -69 06 13       |     ~|     ~|13.3  |     ~|     ~|~                                  |   0|   0
1537|    127.16|VFTS 598                      |*  |05 38 46.130 -69 06 23.51  |     ~|17.28 |16.94 |     ~|     ~|B0.2V                              |   6|   0
1538|    127.22|Cl* NGC 2070 MH 50            |*iC|05 38 40.17 -69 06 03.8    |     ~|19.13 |     ~|     ~|     ~|~                                  |   0|   0
1539|    127.34|Cl* NGC 2070 MH 684           |*iC|05 38 42.92 -69 06 14.7    |     ~|     ~|18.25 |     ~|     ~|~                                  |   0|   0
1540|    127.34|Cl* NGC 2070 MH 405           |*iC|05 38 42.20 -69 06 12.2    |     ~|16.67 |16.68 |     ~|     ~|~                                  |   0|   0
1541|    127.37|Cl* NGC 2070 MH 279           |*iC|05 38 41.84 -69 06 10.9    |     ~|17.68 |     ~|     ~|     ~|~                                  |   0|   0
1542|    127.39|Cl* NGC 2070 MH 27            |*iC|05 38 39.65 -69 06 01.6    |     ~|17.21 |     ~|     ~|     ~|~                                  |   0|   0
1543|    127.40|Cl* NGC 2070 MH 115           |*iC|05 38 40.97 -69 06 07.5    |     ~|16.39 |     ~|     ~|     ~|~                                  |   0|   0
1544|    127.42|Cl* NGC 2070 MH 181           |*iC|05 38 41.417 -69 06 09.34  |     ~|16.68 |16.36 |     ~|     ~|~                                  |   2|   0
1545|    127.55|Cl* NGC 2070 MH 794           |*iC|05 38 43.62 -69 06 17.2    |     ~|18.11 |17.79 |     ~|     ~|~                                  |   0|   0
1546|    127.61|Cl* NGC 2070 MH 32            |*iC|05 38 39.82 -69 06 02.7    |     ~|18.34 |     ~|     ~|     ~|~                                  |   0|   0
1547|    127.65|Cl* NGC 2070 MH 13            |*iC|05 38 39.25 -69 06 00.0    |     ~|17.10 |     ~|     ~|     ~|~                                  |   0|   0
1548|    127.67|Cl* NGC 2070 MH 572           |*iC|05 38 42.57 -69 06 13.9    |     ~|16.44 |16.34 |     ~|     ~|~                                  |   0|   0
1549|    127.69|Cl* NGC 2070 MH 73            |*iC|05 38 40.62 -69 06 06.4    |     ~|17.39 |     ~|     ~|     ~|~                                  |   0|   0
1550|    127.70|Cl* NGC 2070 MH 19            |*iC|05 38 39.44 -69 06 01.0    |     ~|18.78 |     ~|     ~|     ~|~                                  |   0|   0
1551|    127.74|IRSF J05385257-6902203        |*  |05 38 52.569 -69 02 19.96  |     ~|16.2  |16.12 |     ~|     ~|B3-5III:                           |   5|   0
1552|    127.85|Cl* NGC 2070 MH 506           |*iC|05 38 42.42 -69 06 13.6    |     ~|17.10 |17.45 |     ~|     ~|~                                  |   0|   0
1553|    127.86|Cl* NGC 2070 MH 194           |*iC|05 38 41.50 -69 06 10.2    |     ~|18.62 |     ~|     ~|     ~|~                                  |   0|   0
1554|    127.91|Cl* NGC 2070 SMB 37           |*iC|05 38 43.2715 -69 06 16.529|     ~|13.86 |13.82 |     ~|     ~|O3.5-4.5                           |  11|   0
1555|    127.96|Cl* NGC 2070 MH 130           |*iC|05 38 41.09 -69 06 08.7    |     ~|18.58 |     ~|     ~|     ~|~                                  |   0|   0
1556|    127.98|Cl* NGC 2070 MH 61            |*iC|05 38 40.35 -69 06 05.6    |     ~|19.36 |     ~|     ~|     ~|~                                  |   0|   0
1557|    127.99|Cl* NGC 2070 MH 756           |*iC|05 38 43.33 -69 06 16.8    |     ~|15.68 |15.69 |     ~|     ~|~                                  |   0|   0
1558|    128.03|VFTS 1005                     |*  |05 38 40.977 -69 06 08.33  |     ~|16.6  |16.48 |     ~|     ~|~                                  |   2|   0
1559|    128.13|Cl* NGC 2070 MH 819           |*iC|05 38 43.76 -69 06 18.3    |     ~|19.54 |     ~|     ~|     ~|~                                  |   0|   0
1560|    128.19|Cl* NGC 2070 MH 94            |*iC|05 38 40.85 -69 06 08.0    |     ~|19.42 |     ~|     ~|     ~|~                                  |   0|   0
1561|    128.20|Cl* NGC 2070 MH 575           |*iC|05 38 42.59 -69 06 14.6    |     ~|     ~|17.17 |     ~|     ~|~                                  |   0|   0
1562|    128.24|[P93] 1040                    |*  |05 38 43.3 -69 06 17       |     ~|15.701|15.549|     ~|     ~|~                                  |   0|   0
1563|    128.32|Cl* NGC 2070 MH 527           |*iC|05 38 42.46 -69 06 14.3    |     ~|17.69 |     ~|     ~|     ~|~                                  |   0|   0
1564|    128.39|VFTS 610                      |*  |05 38 46.800 -69 06 26.31  |     ~|16.9  |16.73 |     ~|     ~|B0Vn                               |   6|   0
1565|    128.41|VFTS 433                      |*  |05 38 37.090 -69 05 48.84  |     ~|16.92 |16.87 |     ~|     ~|B1-3V-III                          |   3|   0
1566|    128.48|Cl* NGC 2070 MH 796           |*iC|05 38 43.63 -69 06 18.3    |     ~|17.05 |     ~|     ~|     ~|~                                  |   0|   0
1567|    128.48|VFTS 463                      |*  |05 38 39.250 -69 06 01.13  |     ~|16.89 |16.92 |     ~|     ~|B0.7-1.5V                          |   5|   0
1568|    128.49|Cl* NGC 2070 SMB 77           |*iC|05 38 41.887 -69 06 12.45  |     ~|14.62 |14.34 |     ~|     ~|~                                  |   5|   0
1569|    128.57|[HSH95] 545                   |*  |05 38 39.74 -69 06 03.6    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1570|    128.62|Cl* NGC 2070 MH 16            |*iC|05 38 39.37 -69 06 01.9    |     ~|16.75 |     ~|     ~|     ~|~                                  |   0|   0
1571|    128.73|IRSF J05391675-6903276        |*  |05 39 16.872 -69 03 27.69  |     ~|15.87 |15.79 |     ~|     ~|O7Vnn                              |   6|   0
1572|    128.81|Cl* NGC 2070 MH 191           |*iC|05 38 41.48 -69 06 11.3    |     ~|18.59 |     ~|     ~|     ~|~                                  |   0|   0
1573|    128.84|[P93] 932                     |*  |05 38 42.2 -69 06 14       |     ~|14.9  |15.440|     ~|     ~|~                                  |   0|   0
1574|    128.86|Cl* NGC 2070 MH 357           |*iC|05 38 42.11 -69 06 13.7    |     ~|19.04 |     ~|     ~|     ~|~                                  |   0|   0
1575|    128.88|Cl* NGC 2070 MH 252           |*iC|05 38 41.72 -69 06 12.3    |     ~|17.89 |     ~|     ~|     ~|~                                  |   0|   0
1576|    128.88|VFTS 551                      |*  |05 38 43.660 -69 06 18.86  |     ~|16.95 |16.82 |     ~|     ~|B1V                                |   5|   0
1577|    128.89|Cl* NGC 2070 MH 418           |*iC|05 38 42.24 -69 06 14.2    |     ~|16.44 |16.41 |     ~|     ~|~                                  |   0|   0
1578|    128.92|Cl* NGC 2070 MH 406           |*iC|05 38 42.20 -69 06 14.1    |     ~|15.57 |15.53 |     ~|     ~|~                                  |   0|   0
1579|    128.93|Cl* NGC 2070 MH 31            |*iC|05 38 39.81 -69 06 04.4    |     ~|16.22 |     ~|     ~|     ~|~                                  |   0|   0
1580|    128.97|Cl* NGC 2070 MH 149           |*iC|05 38 41.20 -69 06 10.4    |     ~|18.02 |     ~|     ~|     ~|~                                  |   0|   0
1581|    129.01|Cl* NGC 2070 MH 581           |*iC|05 38 42.60 -69 06 15.6    |     ~|18.30 |18.43 |     ~|     ~|~                                  |   0|   0
1582|    129.07|VFTS 1022                     |*  |05 38 42.407 -69 06 15.01  |     ~|13.69 |13.44 |     ~|     ~|~                                  |   4|   0
1583|    129.10|Cl* NGC 2070 MH 74            |*iC|05 38 40.62 -69 06 08.2    |     ~|18.94 |     ~|     ~|     ~|~                                  |   0|   0
1584|    129.11|Cl* NGC 2070 MH 339           |*iC|05 38 42.22 -69 06 14.4    |     ~|13.48 |13.37 |     ~|     ~|O4                                 |   8|   1
1585|    129.13|Cl* NGC 2070 MH 140           |*iC|05 38 41.15 -69 06 10.4    |     ~|18.43 |     ~|     ~|     ~|~                                  |   0|   0
1586|    129.14|SSTISAGEMC J053842.37-690615.0|*  |05 38 42.4988 -69 06 15.403|     ~|     ~|     ~|     ~|     ~|O4If+                              |   4|   0
1587|    129.19|Cl* NGC 2070 MH 424           |*iC|05 38 42.25 -69 06 14.6    |     ~|17.64 |     ~|     ~|     ~|~                                  |   0|   0
1588|    129.20|Cl* NGC 2070 MH 628           |*iC|05 38 42.74 -69 06 16.3    |     ~|19.49 |     ~|     ~|     ~|~                                  |   0|   0
1589|    129.22|[P93] 324                     |*  |05 38 33.0048 -69 05 13.083|     ~|15.2  |15.26 |     ~|     ~|O9.5(n)                            |   7|   0
1590|    129.28|Cl* NGC 2070 MH 186           |*iC|05 38 41.46 -69 06 11.8    |     ~|18.50 |     ~|     ~|     ~|~                                  |   0|   0
1591|    129.37|Cl* NGC 2070 MH 120           |*iC|05 38 41.00 -69 06 10.1    |     ~|19.05 |     ~|     ~|     ~|~                                  |   0|   0
1592|    129.39|VFTS 1021                     |*  |05 38 42.068 -69 06 14.19  |     ~|13.52 |13.31 |     ~|     ~|~                                  |   4|   0
1593|    129.44|Cl* NGC 2070 SMB 88           |*iC|05 38 41.78 -69 06 13.2    |     ~|14.77 |14.50 |     ~|     ~|O2-4.5                             |   9|   0
1594|    129.53|Brey 76                       |WR*|05 38 41.8800 -69 06 13.680|     ~|     ~|12.5  |     ~|     ~|O2If*/WN5                          |  13|   1
1595|    129.55|Cl* NGC 2070 MH 23            |*iC|05 38 39.59 -69 06 04.2    |     ~|17.10 |     ~|     ~|     ~|~                                  |   0|   0
1596|    129.55|Cl* NGC 2070 MH 283           |*iC|05 38 41.85 -69 06 13.6    |     ~|13.30 |     ~|     ~|     ~|~                                  |   4|   1
1597|    129.56|Cl* NGC 2070 MH 69            |*iC|05 38 40.53 -69 06 08.4    |     ~|19.43 |     ~|     ~|     ~|~                                  |   0|   0
1598|    129.56|Cl* NGC 2070 MH 100           |*iC|05 38 40.89 -69 06 09.9    |     ~|18.58 |     ~|     ~|     ~|~                                  |   0|   0
1599|    129.61|Cl* NGC 2070 MH 158           |*iC|05 38 41.25 -69 06 11.4    |     ~|19.58 |     ~|     ~|     ~|~                                  |   0|   0
1600|    129.86|Cl* NGC 2070 MH 259           |*iC|05 38 41.75 -69 06 13.6    |     ~|16.96 |     ~|     ~|     ~|~                                  |   0|   0
1601|    129.88|CXOU J053834.7-690533         |X  |05 38 34.731 -69 05 33.56  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1602|    129.89|Cl* NGC 2070 MH 839           |*iC|05 38 43.89 -69 06 20.7    |     ~|17.99 |     ~|     ~|     ~|~                                  |   0|   0
1603|    129.92|Cl* NGC 2070 MH 145           |*iC|05 38 41.18 -69 06 11.5    |     ~|19.26 |     ~|     ~|     ~|~                                  |   0|   0
1604|    129.92|Cl* NGC 2070 MH 10            |*iC|05 38 39.09 -69 06 02.3    |     ~|18.56 |     ~|     ~|     ~|~                                  |   0|   0
1605|    129.96|2MASS J05383353-6905216       |*  |05 38 33.53 -69 05 21.6    |     ~|15.99 |16.03 |     ~|     ~|O9.7                               |   8|   0
1606|    130.05|Cl* NGC 2070 MH 75            |*iC|05 38 40.62 -69 06 09.4    |     ~|17.37 |     ~|     ~|     ~|~                                  |   0|   0
1607|    130.21|Cl* NGC 2070 MH 7             |*  |05 38 39.01 -69 06 02.3    |     ~|16.43 |     ~|     ~|     ~|O3                                 |   1|   0
1608|    130.46|[HSH95] 157                   |*  |05 38 39.48 -69 06 04.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1609|    130.47|Cl* NGC 2070 MH 48            |*iC|05 38 40.14 -69 06 07.9    |     ~|19.01 |     ~|     ~|     ~|~                                  |   0|   0
1610|    130.54|Cl* NGC 2070 MH 97            |*iC|05 38 40.86 -69 06 11.0    |     ~|18.24 |     ~|     ~|     ~|~                                  |   0|   0
